E_minus_Ef_eV,totalDOS,pdos_Al
-13.140,0.00000,0.00000
-13.120,0.00000,0.00000
-13.100,0.00000,0.00000
-13.080,0.00000,0.00000
-13.060,0.00000,0.00000
-13.040,0.00000,0.00000
-13.020,0.00000,0.00000
-13.000,0.00000,0.00000
-12.980,0.00000,0.00000
-12.960,0.00000,0.00000
-12.940,0.00000,0.00000
-12.920,0.00000,0.00000
-12.900,0.00000,0.00000
-12.880,0.00000,0.00000
-12.860,0.00000,0.00000
-12.840,0.00000,0.00000
-12.820,0.00000,0.00000
-12.800,0.00000,0.00000
-12.780,0.00000,0.00000
-12.760,0.00000,0.00000
-12.740,0.00000,0.00000
-12.720,0.00000,0.00000
-12.700,0.00000,0.00000
-12.680,0.00000,0.00000
-12.660,0.00000,0.00000
-12.640,0.00000,0.00000
-12.620,0.00000,0.00000
-12.600,0.00000,0.00000
-12.580,0.00000,0.00000
-12.560,0.00000,0.00000
-12.540,0.00000,0.00000
-12.520,0.00000,0.00000
-12.500,0.00000,0.00000
-12.480,0.00000,0.00000
-12.460,0.00000,0.00000
-12.440,0.00000,0.00000
-12.420,0.00000,0.00000
-12.400,0.00000,0.00000
-12.380,0.00000,0.00000
-12.360,0.00000,0.00000
-12.340,0.00000,0.00000
-12.320,0.00000,0.00000
-12.300,0.00000,0.00000
-12.280,0.00000,0.00000
-12.260,0.00000,0.00000
-12.240,0.00000,0.00000
-12.220,0.00000,0.00000
-12.200,0.00000,0.00000
-12.180,0.00000,0.00000
-12.160,0.00000,0.00000
-12.140,0.00000,0.00000
-12.120,0.00000,0.00000
-12.100,0.00000,0.00000
-12.080,0.00000,0.00000
-12.060,0.00000,0.00000
-12.040,0.00000,0.00000
-12.020,0.00000,0.00000
-12.000,0.00000,0.00000
-11.980,0.00000,0.00000
-11.960,0.00000,0.00000
-11.940,0.00000,0.00000
-11.920,0.00000,0.00000
-11.900,0.00000,0.00000
-11.880,0.00000,0.00000
-11.860,0.00000,0.00000
-11.840,0.00000,0.00000
-11.820,0.00000,0.00000
-11.800,0.00000,0.00000
-11.780,0.00000,0.00000
-11.760,0.00000,0.00000
-11.740,0.00000,0.00000
-11.720,0.00000,0.00000
-11.700,0.00000,0.00000
-11.680,0.00000,0.00000
-11.660,0.00000,0.00000
-11.640,0.00000,0.00000
-11.620,0.00000,0.00000
-11.600,0.00000,0.00000
-11.580,0.00000,0.00000
-11.560,0.00000,0.00000
-11.540,0.00000,0.00000
-11.520,0.00000,0.00000
-11.500,0.00000,0.00000
-11.480,0.00000,0.00000
-11.460,0.00000,0.00000
-11.440,0.00000,0.00000
-11.420,0.00000,0.00000
-11.400,0.00000,0.00000
-11.380,0.00000,0.00000
-11.360,0.00000,0.00000
-11.340,0.00000,0.00000
-11.320,0.00000,0.00000
-11.300,0.00000,0.00000
-11.280,0.00000,0.00000
-11.260,0.00000,0.00000
-11.240,0.00000,0.00000
-11.220,0.00000,0.00000
-11.200,0.00000,0.00000
-11.180,0.00000,0.00000
-11.160,0.00000,0.00000
-11.140,0.00000,0.00000
-11.120,0.00000,0.00000
-11.100,0.00000,0.00000
-11.080,0.00000,0.00000
-11.060,0.00000,0.00000
-11.040,0.00000,0.00000
-11.020,0.00000,0.00000
-11.000,0.00000,0.00000
-10.980,0.00000,0.00000
-10.960,0.00000,0.00000
-10.940,0.00000,0.00000
-10.920,0.00000,0.00000
-10.900,0.00000,0.00000
-10.880,0.00000,0.00000
-10.860,0.00000,0.00000
-10.840,0.00000,0.00000
-10.820,0.00000,0.00000
-10.800,0.00000,0.00000
-10.780,0.00000,0.00000
-10.760,0.00000,0.00000
-10.740,0.00000,0.00000
-10.720,0.00000,0.00000
-10.700,0.00000,0.00000
-10.680,0.00000,0.00000
-10.660,0.00000,0.00000
-10.640,0.00000,0.00000
-10.620,0.00000,0.00000
-10.600,0.00000,0.00000
-10.580,0.00000,0.00000
-10.560,0.00000,0.00000
-10.540,0.00000,0.00000
-10.520,0.00000,0.00000
-10.500,0.00000,0.00000
-10.480,0.00000,0.00000
-10.460,0.00000,0.00000
-10.440,0.00000,0.00000
-10.420,0.00000,0.00000
-10.400,0.00000,0.00000
-10.380,0.00000,0.00000
-10.360,0.00000,0.00000
-10.340,0.00000,0.00000
-10.320,0.00000,0.00000
-10.300,0.00000,0.00000
-10.280,0.00000,0.00000
-10.260,0.00000,0.00000
-10.240,0.00000,0.00000
-10.220,0.00000,0.00000
-10.200,0.00000,0.00000
-10.180,0.00000,0.00000
-10.160,0.00000,0.00000
-10.140,0.00000,0.00000
-10.120,0.00000,0.00000
-10.100,0.00000,0.00000
-10.080,0.00000,0.00000
-10.060,0.00000,0.00000
-10.040,0.00000,0.00000
-10.020,0.00000,0.00000
-10.000,0.00001,0.00001
-9.980,0.00002,0.00002
-9.960,0.00006,0.00006
-9.940,0.00016,0.00016
-9.920,0.00039,0.00039
-9.900,0.00091,0.00091
-9.880,0.00202,0.00202
-9.860,0.00431,0.00431
-9.840,0.00884,0.00884
-9.820,0.01744,0.01744
-9.800,0.03305,0.03305
-9.780,0.06018,0.06018
-9.760,0.10528,0.10528
-9.740,0.17695,0.17695
-9.720,0.28575,0.28575
-9.700,0.44335,0.44335
-9.680,0.66090,0.66090
-9.660,0.94657,0.94657
-9.640,1.30255,1.30255
-9.620,1.72214,1.72214
-9.600,2.18761,2.18761
-9.580,2.66993,2.66993
-9.560,3.13081,3.13081
-9.540,3.52731,3.52731
-9.520,3.81819,3.81819
-9.500,3.97100,3.97100
-9.480,3.96799,3.96799
-9.460,3.80952,3.80952
-9.440,3.51396,3.51396
-9.420,3.11424,3.11424
-9.400,2.65177,2.65177
-9.380,2.16944,2.16944
-9.360,1.70525,1.70525
-9.340,1.28782,1.28782
-9.320,0.93444,0.93444
-9.300,0.65144,0.65144
-9.280,0.43634,0.43634
-9.260,0.28081,0.28081
-9.240,0.17363,0.17363
-9.220,0.10315,0.10315
-9.200,0.05887,0.05887
-9.180,0.03229,0.03229
-9.160,0.01701,0.01701
-9.140,0.00861,0.00861
-9.120,0.00419,0.00419
-9.100,0.00196,0.00196
-9.080,0.00088,0.00088
-9.060,0.00038,0.00038
-9.040,0.00016,0.00016
-9.020,0.00006,0.00006
-9.000,0.00002,0.00002
-8.980,0.00001,0.00001
-8.960,0.00000,0.00000
-8.940,0.00000,0.00000
-8.920,0.00000,0.00000
-8.900,0.00000,0.00000
-8.880,0.00000,0.00000
-8.860,0.00000,0.00000
-8.840,0.00000,0.00000
-8.820,0.00000,0.00000
-8.800,0.00000,0.00000
-8.780,0.00000,0.00000
-8.760,0.00000,0.00000
-8.740,0.00000,0.00000
-8.720,0.00000,0.00000
-8.700,0.00000,0.00000
-8.680,0.00000,0.00000
-8.660,0.00000,0.00000
-8.640,0.00000,0.00000
-8.620,0.00000,0.00000
-8.600,0.00000,0.00000
-8.580,0.00000,0.00000
-8.560,0.00000,0.00000
-8.540,0.00000,0.00000
-8.520,0.00000,0.00000
-8.500,0.00000,0.00000
-8.480,0.00000,0.00000
-8.460,0.00000,0.00000
-8.440,0.00000,0.00000
-8.420,0.00000,0.00000
-8.400,0.00000,0.00000
-8.380,0.00000,0.00000
-8.360,0.00000,0.00000
-8.340,0.00000,0.00000
-8.320,0.00000,0.00000
-8.300,0.00000,0.00000
-8.280,0.00000,0.00000
-8.260,0.00000,0.00000
-8.240,0.00000,0.00000
-8.220,0.00000,0.00000
-8.200,0.00000,0.00000
-8.180,0.00000,0.00000
-8.160,0.00000,0.00000
-8.140,0.00000,0.00000
-8.120,0.00000,0.00000
-8.100,0.00000,0.00000
-8.080,0.00000,0.00000
-8.060,0.00000,0.00000
-8.040,0.00000,0.00000
-8.020,0.00000,0.00000
-8.000,0.00000,0.00000
-7.980,0.00000,0.00000
-7.960,0.00000,0.00000
-7.940,0.00000,0.00000
-7.920,0.00000,0.00000
-7.900,0.00000,0.00000
-7.880,0.00000,0.00000
-7.860,0.00000,0.00000
-7.840,0.00000,0.00000
-7.820,0.00000,0.00000
-7.800,0.00000,0.00000
-7.780,0.00000,0.00000
-7.760,0.00000,0.00000
-7.740,0.00000,0.00000
-7.720,0.00000,0.00000
-7.700,0.00000,0.00000
-7.680,0.00000,0.00000
-7.660,0.00000,0.00000
-7.640,0.00000,0.00000
-7.620,0.00000,0.00000
-7.600,0.00000,0.00000
-7.580,0.00000,0.00000
-7.560,0.00000,0.00000
-7.540,0.00000,0.00000
-7.520,0.00000,0.00000
-7.500,0.00000,0.00000
-7.480,0.00000,0.00000
-7.460,0.00000,0.00000
-7.440,0.00000,0.00000
-7.420,0.00000,0.00000
-7.400,0.00000,0.00000
-7.380,0.00000,0.00000
-7.360,0.00000,0.00000
-7.340,0.00000,0.00000
-7.320,0.00000,0.00000
-7.300,0.00000,0.00000
-7.280,0.00000,0.00000
-7.260,0.00000,0.00000
-7.240,0.00000,0.00000
-7.220,0.00000,0.00000
-7.200,0.00000,0.00000
-7.180,0.00000,0.00000
-7.160,0.00000,0.00000
-7.140,0.00000,0.00000
-7.120,0.00000,0.00000
-7.100,0.00000,0.00000
-7.080,0.00000,0.00000
-7.060,0.00000,0.00000
-7.040,0.00000,0.00000
-7.020,0.00000,0.00000
-7.000,0.00000,0.00000
-6.980,0.00000,0.00000
-6.960,0.00000,0.00000
-6.940,0.00000,0.00000
-6.920,0.00000,0.00000
-6.900,0.00000,0.00000
-6.880,0.00000,0.00000
-6.860,0.00000,0.00000
-6.840,0.00000,0.00000
-6.820,0.00000,0.00000
-6.800,0.00000,0.00000
-6.780,0.00000,0.00000
-6.760,0.00000,0.00000
-6.740,0.00000,0.00000
-6.720,0.00000,0.00000
-6.700,0.00000,0.00000
-6.680,0.00000,0.00000
-6.660,0.00000,0.00000
-6.640,0.00000,0.00000
-6.620,0.00000,0.00000
-6.600,0.00000,0.00000
-6.580,0.00000,0.00000
-6.560,0.00000,0.00000
-6.540,0.00000,0.00000
-6.520,0.00000,0.00000
-6.500,0.00000,0.00000
-6.480,0.00000,0.00000
-6.460,0.00000,0.00000
-6.440,0.00000,0.00000
-6.420,0.00000,0.00000
-6.400,0.00000,0.00000
-6.380,0.00000,0.00000
-6.360,0.00000,0.00000
-6.340,0.00000,0.00000
-6.320,0.00000,0.00000
-6.300,0.00000,0.00000
-6.280,0.00000,0.00000
-6.260,0.00000,0.00000
-6.240,0.00000,0.00000
-6.220,0.00000,0.00000
-6.200,0.00000,0.00000
-6.180,0.00000,0.00000
-6.160,0.00000,0.00000
-6.140,0.00000,0.00000
-6.120,0.00000,0.00000
-6.100,0.00000,0.00000
-6.080,0.00000,0.00000
-6.060,0.00000,0.00000
-6.040,0.00000,0.00000
-6.020,0.00000,0.00000
-6.000,0.00000,0.00000
-5.980,0.00000,0.00000
-5.960,0.00000,0.00000
-5.940,0.00000,0.00000
-5.920,0.00000,0.00000
-5.900,0.00000,0.00000
-5.880,0.00000,0.00000
-5.860,0.00000,0.00000
-5.840,0.00000,0.00000
-5.820,0.00000,0.00000
-5.800,0.00000,0.00000
-5.780,0.00000,0.00000
-5.760,0.00000,0.00000
-5.740,0.00000,0.00000
-5.720,0.00000,0.00000
-5.700,0.00000,0.00000
-5.680,0.00000,0.00000
-5.660,0.00000,0.00000
-5.640,0.00000,0.00000
-5.620,0.00000,0.00000
-5.600,0.00000,0.00000
-5.580,0.00000,0.00000
-5.560,0.00000,0.00000
-5.540,0.00000,0.00000
-5.520,0.00000,0.00000
-5.500,0.00000,0.00000
-5.480,0.00000,0.00000
-5.460,0.00000,0.00000
-5.440,0.00000,0.00000
-5.420,0.00000,0.00000
-5.400,0.00000,0.00000
-5.380,0.00000,0.00000
-5.360,0.00000,0.00000
-5.340,0.00000,0.00000
-5.320,0.00000,0.00000
-5.300,0.00000,0.00000
-5.280,0.00000,0.00000
-5.260,0.00000,0.00000
-5.240,0.00000,0.00000
-5.220,0.00000,0.00000
-5.200,0.00000,0.00000
-5.180,0.00000,0.00000
-5.160,0.00000,0.00000
-5.140,0.00000,0.00000
-5.120,0.00000,0.00000
-5.100,0.00000,0.00000
-5.080,0.00000,0.00000
-5.060,0.00000,0.00000
-5.040,0.00000,0.00000
-5.020,0.00000,0.00000
-5.000,0.00000,0.00000
-4.980,0.00000,0.00000
-4.960,0.00000,0.00000
-4.940,0.00000,0.00000
-4.920,0.00000,0.00000
-4.900,0.00000,0.00000
-4.880,0.00000,0.00000
-4.860,0.00000,0.00000
-4.840,0.00000,0.00000
-4.820,0.00000,0.00000
-4.800,0.00000,0.00000
-4.780,0.00000,0.00000
-4.760,0.00000,0.00000
-4.740,0.00000,0.00000
-4.720,0.00000,0.00000
-4.700,0.00000,0.00000
-4.680,0.00000,0.00000
-4.660,0.00000,0.00000
-4.640,0.00000,0.00000
-4.620,0.00000,0.00000
-4.600,0.00000,0.00000
-4.580,0.00000,0.00000
-4.560,0.00000,0.00000
-4.540,0.00000,0.00000
-4.520,0.00000,0.00000
-4.500,0.00000,0.00000
-4.480,0.00000,0.00000
-4.460,0.00000,0.00000
-4.440,0.00000,0.00000
-4.420,0.00000,0.00000
-4.400,0.00000,0.00000
-4.380,0.00000,0.00000
-4.360,0.00000,0.00000
-4.340,0.00000,0.00000
-4.320,0.00000,0.00000
-4.300,0.00000,0.00000
-4.280,0.00000,0.00000
-4.260,0.00000,0.00000
-4.240,0.00000,0.00000
-4.220,0.00000,0.00000
-4.200,0.00000,0.00000
-4.180,0.00000,0.00000
-4.160,0.00000,0.00000
-4.140,0.00000,0.00000
-4.120,0.00000,0.00000
-4.100,0.00000,0.00000
-4.080,0.00000,0.00000
-4.060,0.00000,0.00000
-4.040,0.00000,0.00000
-4.020,0.00000,0.00000
-4.000,0.00000,0.00000
-3.980,0.00000,0.00000
-3.960,0.00000,0.00000
-3.940,0.00000,0.00000
-3.920,0.00000,0.00000
-3.900,0.00000,0.00000
-3.880,0.00000,0.00000
-3.860,0.00000,0.00000
-3.840,0.00000,0.00000
-3.820,0.00000,0.00000
-3.800,0.00000,0.00000
-3.780,0.00000,0.00000
-3.760,0.00000,0.00000
-3.740,0.00000,0.00000
-3.720,0.00000,0.00000
-3.700,0.00000,0.00000
-3.680,0.00000,0.00000
-3.660,0.00000,0.00000
-3.640,0.00000,0.00000
-3.620,0.00000,0.00000
-3.600,0.00000,0.00000
-3.580,0.00000,0.00000
-3.560,0.00000,0.00000
-3.540,0.00000,0.00000
-3.520,0.00000,0.00000
-3.500,0.00000,0.00000
-3.480,0.00000,0.00000
-3.460,0.00000,0.00000
-3.440,0.00000,0.00000
-3.420,0.00000,0.00000
-3.400,0.00000,0.00000
-3.380,0.00000,0.00000
-3.360,0.00000,0.00000
-3.340,0.00000,0.00000
-3.320,0.00000,0.00000
-3.300,0.00000,0.00000
-3.280,0.00000,0.00000
-3.260,0.00000,0.00000
-3.240,0.00000,0.00000
-3.220,0.00000,0.00000
-3.200,0.00000,0.00000
-3.180,0.00000,0.00000
-3.160,0.00000,0.00000
-3.140,0.00000,0.00000
-3.120,0.00000,0.00000
-3.100,0.00000,0.00000
-3.080,0.00000,0.00000
-3.060,0.00000,0.00000
-3.040,0.00000,0.00000
-3.020,0.00000,0.00000
-3.000,0.00000,0.00000
-2.980,0.00000,0.00000
-2.960,0.00000,0.00000
-2.940,0.00000,0.00000
-2.920,0.00000,0.00000
-2.900,0.00000,0.00000
-2.880,0.00000,0.00000
-2.860,0.00000,0.00000
-2.840,0.00000,0.00000
-2.820,0.00000,0.00000
-2.800,0.00000,0.00000
-2.780,0.00000,0.00000
-2.760,0.00000,0.00000
-2.740,0.00000,0.00000
-2.720,0.00000,0.00000
-2.700,0.00000,0.00000
-2.680,0.00000,0.00000
-2.660,0.00000,0.00000
-2.640,0.00000,0.00000
-2.620,0.00000,0.00000
-2.600,0.00000,0.00000
-2.580,0.00000,0.00000
-2.560,0.00000,0.00000
-2.540,0.00000,0.00000
-2.520,0.00000,0.00000
-2.500,0.00000,0.00000
-2.480,0.00000,0.00000
-2.460,0.00000,0.00000
-2.440,0.00000,0.00000
-2.420,0.00000,0.00000
-2.400,0.00000,0.00000
-2.380,0.00000,0.00000
-2.360,0.00000,0.00000
-2.340,0.00000,0.00000
-2.320,0.00000,0.00000
-2.300,0.00000,0.00000
-2.280,0.00000,0.00000
-2.260,0.00000,0.00000
-2.240,0.00000,0.00000
-2.220,0.00000,0.00000
-2.200,0.00000,0.00000
-2.180,0.00000,0.00000
-2.160,0.00000,0.00000
-2.140,0.00000,0.00000
-2.120,0.00000,0.00000
-2.100,0.00000,0.00000
-2.080,0.00000,0.00000
-2.060,0.00000,0.00000
-2.040,0.00000,0.00000
-2.020,0.00000,0.00000
-2.000,0.00000,0.00000
-1.980,0.00000,0.00000
-1.960,0.00000,0.00000
-1.940,0.00000,0.00000
-1.920,0.00000,0.00000
-1.900,0.00000,0.00000
-1.880,0.00000,0.00000
-1.860,0.00001,0.00001
-1.840,0.00002,0.00002
-1.820,0.00006,0.00006
-1.800,0.00015,0.00015
-1.780,0.00039,0.00039
-1.760,0.00095,0.00095
-1.740,0.00221,0.00221
-1.720,0.00497,0.00497
-1.700,0.01073,0.01073
-1.680,0.02225,0.02225
-1.660,0.04433,0.04433
-1.640,0.08485,0.08485
-1.620,0.15604,0.15604
-1.600,0.27571,0.27571
-1.580,0.46805,0.46805
-1.560,0.76342,0.76342
-1.540,1.19635,1.19635
-1.520,1.80130,1.80130
-1.500,2.60580,2.60580
-1.480,3.62179,3.62179
-1.460,4.83654,4.83654
-1.440,6.20546,6.20546
-1.420,7.64964,7.64964
-1.400,9.06018,9.06018
-1.380,10.31005,10.31005
-1.360,11.27231,11.27231
-1.340,11.84113,11.84113
-1.320,11.95093,11.95093
-1.300,11.58880,11.58880
-1.280,10.79701,10.79701
-1.260,9.66488,9.66488
-1.240,8.31224,8.31224
-1.220,6.86859,6.86859
-1.200,5.45313,5.45313
-1.180,4.15960,4.15960
-1.160,3.04850,3.04850
-1.140,2.14659,2.14659
-1.120,1.45224,1.45224
-1.100,0.94397,0.94397
-1.080,0.58953,0.58953
-1.060,0.35374,0.35374
-1.040,0.20393,0.20393
-1.020,0.11296,0.11296
-1.000,0.06011,0.06011
-0.980,0.03074,0.03074
-0.960,0.01510,0.01510
-0.940,0.00713,0.00713
-0.920,0.00323,0.00323
-0.900,0.00141,0.00141
-0.880,0.00059,0.00059
-0.860,0.00024,0.00024
-0.840,0.00009,0.00009
-0.820,0.00003,0.00003
-0.800,0.00001,0.00001
-0.780,0.00000,0.00000
-0.760,0.00000,0.00000
-0.740,0.00000,0.00000
-0.720,0.00000,0.00000
-0.700,0.00000,0.00000
-0.680,0.00000,0.00000
-0.660,0.00000,0.00000
-0.640,0.00000,0.00000
-0.620,0.00000,0.00000
-0.600,0.00000,0.00000
-0.580,0.00000,0.00000
-0.560,0.00000,0.00000
-0.540,0.00001,0.00001
-0.520,0.00004,0.00004
-0.500,0.00011,0.00011
-0.480,0.00028,0.00028
-0.460,0.00068,0.00068
-0.440,0.00162,0.00162
-0.420,0.00369,0.00369
-0.400,0.00809,0.00809
-0.380,0.01702,0.01702
-0.360,0.03442,0.03442
-0.340,0.06687,0.06687
-0.320,0.12483,0.12483
-0.300,0.22389,0.22389
-0.280,0.38580,0.38580
-0.260,0.63875,0.63875
-0.240,1.01608,1.01608
-0.220,1.55293,1.55293
-0.200,2.28035,2.28035
-0.180,3.21723,3.21723
-0.160,4.36104,4.36104
-0.140,5.67971,5.67971
-0.120,7.10707,7.10707
-0.100,8.54443,8.54443
-0.080,9.86971,9.86971
-0.060,10.95351,10.95351
-0.040,11.67967,11.67967
-0.020,11.96564,11.96564
-0.000,11.77795,11.77795
0.020,11.13863,11.13863
0.040,10.12096,10.12096
0.060,8.83569,8.83569
0.080,7.41117,7.41117
0.100,5.97258,5.97258
0.120,4.62450,4.62450
0.140,3.44030,3.44030
0.160,2.45898,2.45898
0.180,1.68866,1.68866
0.200,1.11419,1.11419
0.220,0.70632,0.70632
0.240,0.43021,0.43021
0.260,0.25175,0.25175
0.280,0.14155,0.14155
0.300,0.07646,0.07646
0.320,0.03969,0.03969
0.340,0.01979,0.01979
0.360,0.00948,0.00948
0.380,0.00436,0.00436
0.400,0.00193,0.00193
0.420,0.00082,0.00082
0.440,0.00033,0.00033
0.460,0.00013,0.00013
0.480,0.00005,0.00005
0.500,0.00002,0.00002
0.520,0.00001,0.00001
0.540,0.00000,0.00000
0.560,0.00000,0.00000
0.580,0.00000,0.00000
0.600,0.00000,0.00000
0.620,0.00000,0.00000
0.640,0.00000,0.00000
0.660,0.00000,0.00000
0.680,0.00000,0.00000
0.700,0.00000,0.00000
0.720,0.00000,0.00000
0.740,0.00000,0.00000
0.760,0.00000,0.00000
0.780,0.00000,0.00000
0.800,0.00000,0.00000
0.820,0.00000,0.00000
0.840,0.00000,0.00000
0.860,0.00000,0.00000
0.880,0.00000,0.00000
0.900,0.00000,0.00000
0.920,0.00000,0.00000
0.940,0.00000,0.00000
0.960,0.00000,0.00000
0.980,0.00000,0.00000
1.000,0.00000,0.00000
1.020,0.00000,0.00000
1.040,0.00000,0.00000
1.060,0.00000,0.00000
1.080,0.00000,0.00000
1.100,0.00000,0.00000
1.120,0.00000,0.00000
1.140,0.00000,0.00000
1.160,0.00000,0.00000
1.180,0.00000,0.00000
1.200,0.00000,0.00000
1.220,0.00000,0.00000
1.240,0.00000,0.00000
1.260,0.00000,0.00000
1.280,0.00000,0.00000
1.300,0.00000,0.00000
1.320,0.00000,0.00000
1.340,0.00000,0.00000
1.360,0.00000,0.00000
1.380,0.00000,0.00000
1.400,0.00000,0.00000
1.420,0.00000,0.00000
1.440,0.00000,0.00000
1.460,0.00000,0.00000
1.480,0.00000,0.00000
1.500,0.00000,0.00000
1.520,0.00000,0.00000
1.540,0.00000,0.00000
1.560,0.00000,0.00000
1.580,0.00000,0.00000
1.600,0.00000,0.00000
1.620,0.00000,0.00000
1.640,0.00000,0.00000
1.660,0.00000,0.00000
1.680,0.00000,0.00000
1.700,0.00000,0.00000
1.720,0.00000,0.00000
1.740,0.00000,0.00000
1.760,0.00000,0.00000
1.780,0.00000,0.00000
1.800,0.00000,0.00000
1.820,0.00000,0.00000
1.840,0.00000,0.00000
1.860,0.00000,0.00000
1.880,0.00000,0.00000
1.900,0.00000,0.00000
1.920,0.00000,0.00000
1.940,0.00000,0.00000
1.960,0.00000,0.00000
1.980,0.00000,0.00000
2.000,0.00000,0.00000
2.020,0.00000,0.00000
2.040,0.00000,0.00000
2.060,0.00000,0.00000
2.080,0.00000,0.00000
2.100,0.00000,0.00000
2.120,0.00000,0.00000
2.140,0.00000,0.00000
2.160,0.00000,0.00000
2.180,0.00000,0.00000
2.200,0.00000,0.00000
2.220,0.00000,0.00000
2.240,0.00000,0.00000
2.260,0.00000,0.00000
2.280,0.00000,0.00000
2.300,0.00000,0.00000
2.320,0.00000,0.00000
2.340,0.00000,0.00000
2.360,0.00000,0.00000
2.380,0.00000,0.00000
2.400,0.00000,0.00000
2.420,0.00000,0.00000
2.440,0.00000,0.00000
2.460,0.00000,0.00000
2.480,0.00000,0.00000
2.500,0.00000,0.00000
2.520,0.00000,0.00000
2.540,0.00000,0.00000
2.560,0.00000,0.00000
2.580,0.00000,0.00000
2.600,0.00000,0.00000
2.620,0.00000,0.00000
2.640,0.00000,0.00000
2.660,0.00000,0.00000
2.680,0.00000,0.00000
2.700,0.00000,0.00000
2.720,0.00000,0.00000
2.740,0.00000,0.00000
2.760,0.00000,0.00000
2.780,0.00000,0.00000
2.800,0.00000,0.00000
2.820,0.00000,0.00000
2.840,0.00000,0.00000
2.860,0.00000,0.00000
2.880,0.00000,0.00000
2.900,0.00000,0.00000
2.920,0.00000,0.00000
2.940,0.00000,0.00000
2.960,0.00000,0.00000
2.980,0.00000,0.00000
3.000,0.00000,0.00000
3.020,0.00000,0.00000
3.040,0.00000,0.00000
3.060,0.00000,0.00000
3.080,0.00000,0.00000
3.100,0.00000,0.00000
3.120,0.00000,0.00000
3.140,0.00000,0.00000
3.160,0.00000,0.00000
3.180,0.00000,0.00000
3.200,0.00000,0.00000
3.220,0.00000,0.00000
3.240,0.00000,0.00000
3.260,0.00000,0.00000
3.280,0.00000,0.00000
3.300,0.00000,0.00000
3.320,0.00000,0.00000
3.340,0.00000,0.00000
3.360,0.00000,0.00000
3.380,0.00000,0.00000
3.400,0.00000,0.00000
3.420,0.00000,0.00000
3.440,0.00000,0.00000
3.460,0.00000,0.00000
3.480,0.00000,0.00000
3.500,0.00000,0.00000
3.520,0.00000,0.00000
3.540,0.00000,0.00000
3.560,0.00000,0.00000
3.580,0.00000,0.00000
3.600,0.00000,0.00000
3.620,0.00000,0.00000
3.640,0.00000,0.00000
3.660,0.00000,0.00000
3.680,0.00000,0.00000
3.700,0.00000,0.00000
3.720,0.00000,0.00000
3.740,0.00000,0.00000
3.760,0.00000,0.00000
3.780,0.00000,0.00000
3.800,0.00000,0.00000
3.820,0.00000,0.00000
