E_minus_Ef_eV,totalDOS,pdos_Al,pdos_O
-11.640,0.00000,0.00000,0.00000
-11.620,0.00000,0.00000,0.00000
-11.600,0.00000,0.00000,0.00000
-11.580,0.00000,0.00000,0.00000
-11.560,0.00000,0.00000,0.00000
-11.540,0.00000,0.00000,0.00000
-11.520,0.00000,0.00000,0.00000
-11.500,0.00000,0.00000,0.00000
-11.480,0.00000,0.00000,0.00000
-11.460,0.00000,0.00000,0.00000
-11.440,0.00000,0.00000,0.00000
-11.420,0.00000,0.00000,0.00000
-11.400,0.00000,0.00000,0.00000
-11.380,0.00000,0.00000,0.00000
-11.360,0.00000,0.00000,0.00000
-11.340,0.00000,0.00000,0.00000
-11.320,0.00000,0.00000,0.00000
-11.300,0.00000,0.00000,0.00000
-11.280,0.00000,0.00000,0.00000
-11.260,0.00000,0.00000,0.00000
-11.240,0.00000,0.00000,0.00000
-11.220,0.00000,0.00000,0.00000
-11.200,0.00000,0.00000,0.00000
-11.180,0.00000,0.00000,0.00000
-11.160,0.00000,0.00000,0.00000
-11.140,0.00000,0.00000,0.00000
-11.120,0.00000,0.00000,0.00000
-11.100,0.00000,0.00000,0.00000
-11.080,0.00000,0.00000,0.00000
-11.060,0.00000,0.00000,0.00000
-11.040,0.00000,0.00000,0.00000
-11.020,0.00000,0.00000,0.00000
-11.000,0.00000,0.00000,0.00000
-10.980,0.00000,0.00000,0.00000
-10.960,0.00000,0.00000,0.00000
-10.940,0.00000,0.00000,0.00000
-10.920,0.00000,0.00000,0.00000
-10.900,0.00000,0.00000,0.00000
-10.880,0.00000,0.00000,0.00000
-10.860,0.00000,0.00000,0.00000
-10.840,0.00000,0.00000,0.00000
-10.820,0.00000,0.00000,0.00000
-10.800,0.00000,0.00000,0.00000
-10.780,0.00000,0.00000,0.00000
-10.760,0.00000,0.00000,0.00000
-10.740,0.00000,0.00000,0.00000
-10.720,0.00000,0.00000,0.00000
-10.700,0.00000,0.00000,0.00000
-10.680,0.00000,0.00000,0.00000
-10.660,0.00000,0.00000,0.00000
-10.640,0.00000,0.00000,0.00000
-10.620,0.00000,0.00000,0.00000
-10.600,0.00000,0.00000,0.00000
-10.580,0.00000,0.00000,0.00000
-10.560,0.00000,0.00000,0.00000
-10.540,0.00000,0.00000,0.00000
-10.520,0.00000,0.00000,0.00000
-10.500,0.00000,0.00000,0.00000
-10.480,0.00000,0.00000,0.00000
-10.460,0.00000,0.00000,0.00000
-10.440,0.00000,0.00000,0.00000
-10.420,0.00000,0.00000,0.00000
-10.400,0.00000,0.00000,0.00000
-10.380,0.00000,0.00000,0.00000
-10.360,0.00000,0.00000,0.00000
-10.340,0.00000,0.00000,0.00000
-10.320,0.00000,0.00000,0.00000
-10.300,0.00000,0.00000,0.00000
-10.280,0.00000,0.00000,0.00000
-10.260,0.00000,0.00000,0.00000
-10.240,0.00000,0.00000,0.00000
-10.220,0.00000,0.00000,0.00000
-10.200,0.00000,0.00000,0.00000
-10.180,0.00000,0.00000,0.00000
-10.160,0.00000,0.00000,0.00000
-10.140,0.00000,0.00000,0.00000
-10.120,0.00000,0.00000,0.00000
-10.100,0.00000,0.00000,0.00000
-10.080,0.00000,0.00000,0.00000
-10.060,0.00000,0.00000,0.00000
-10.040,0.00000,0.00000,0.00000
-10.020,0.00000,0.00000,0.00000
-10.000,0.00000,0.00000,0.00000
-9.980,0.00000,0.00000,0.00000
-9.960,0.00000,0.00000,0.00000
-9.940,0.00000,0.00000,0.00000
-9.920,0.00000,0.00000,0.00000
-9.900,0.00000,0.00000,0.00000
-9.880,0.00000,0.00000,0.00000
-9.860,0.00000,0.00000,0.00000
-9.840,0.00000,0.00000,0.00000
-9.820,0.00000,0.00000,0.00000
-9.800,0.00000,0.00000,0.00000
-9.780,0.00000,0.00000,0.00000
-9.760,0.00000,0.00000,0.00000
-9.740,0.00000,0.00000,0.00000
-9.720,0.00000,0.00000,0.00000
-9.700,0.00000,0.00000,0.00000
-9.680,0.00000,0.00000,0.00000
-9.660,0.00000,0.00000,0.00000
-9.640,0.00000,0.00000,0.00000
-9.620,0.00000,0.00000,0.00000
-9.600,0.00000,0.00000,0.00000
-9.580,0.00000,0.00000,0.00000
-9.560,0.00000,0.00000,0.00000
-9.540,0.00000,0.00000,0.00000
-9.520,0.00000,0.00000,0.00000
-9.500,0.00000,0.00000,0.00000
-9.480,0.00000,0.00000,0.00000
-9.460,0.00000,0.00000,0.00000
-9.440,0.00000,0.00000,0.00000
-9.420,0.00000,0.00000,0.00000
-9.400,0.00000,0.00000,0.00000
-9.380,0.00000,0.00000,0.00000
-9.360,0.00000,0.00000,0.00000
-9.340,0.00000,0.00000,0.00000
-9.320,0.00000,0.00000,0.00000
-9.300,0.00000,0.00000,0.00000
-9.280,0.00000,0.00000,0.00000
-9.260,0.00000,0.00000,0.00000
-9.240,0.00000,0.00000,0.00000
-9.220,0.00000,0.00000,0.00000
-9.200,0.00000,0.00000,0.00000
-9.180,0.00000,0.00000,0.00000
-9.160,0.00000,0.00000,0.00000
-9.140,0.00000,0.00000,0.00000
-9.120,0.00000,0.00000,0.00000
-9.100,0.00000,0.00000,0.00000
-9.080,0.00000,0.00000,0.00000
-9.060,0.00000,0.00000,0.00000
-9.040,0.00000,0.00000,0.00000
-9.020,0.00000,0.00000,0.00000
-9.000,0.00000,0.00000,0.00000
-8.980,0.00000,0.00000,0.00000
-8.960,0.00000,0.00000,0.00000
-8.940,0.00000,0.00000,0.00000
-8.920,0.00000,0.00000,0.00000
-8.900,0.00000,0.00000,0.00000
-8.880,0.00000,0.00000,0.00000
-8.860,0.00000,0.00000,0.00000
-8.840,0.00000,0.00000,0.00000
-8.820,0.00000,0.00000,0.00000
-8.800,0.00000,0.00000,0.00000
-8.780,0.00000,0.00000,0.00000
-8.760,0.00000,0.00000,0.00000
-8.740,0.00000,0.00000,0.00000
-8.720,0.00000,0.00000,0.00000
-8.700,0.00000,0.00000,0.00000
-8.680,0.00000,0.00000,0.00000
-8.660,0.00000,0.00000,0.00000
-8.640,0.00000,0.00000,0.00000
-8.620,0.00000,0.00000,0.00000
-8.600,0.00000,0.00000,0.00000
-8.580,0.00000,0.00000,0.00000
-8.560,0.00000,0.00000,0.00000
-8.540,0.00000,0.00000,0.00000
-8.520,0.00000,0.00000,0.00000
-8.500,0.00000,0.00000,0.00000
-8.480,0.00000,0.00000,0.00000
-8.460,0.00000,0.00000,0.00000
-8.440,0.00000,0.00000,0.00000
-8.420,0.00000,0.00000,0.00000
-8.400,0.00000,0.00000,0.00000
-8.380,0.00000,0.00000,0.00000
-8.360,0.00000,0.00000,0.00000
-8.340,0.00000,0.00000,0.00000
-8.320,0.00000,0.00000,0.00000
-8.300,0.00000,0.00000,0.00000
-8.280,0.00000,0.00000,0.00000
-8.260,0.00000,0.00000,0.00000
-8.240,0.00000,0.00000,0.00000
-8.220,0.00000,0.00000,0.00000
-8.200,0.00000,0.00000,0.00000
-8.180,0.00000,0.00000,0.00000
-8.160,0.00000,0.00000,0.00000
-8.140,0.00000,0.00000,0.00000
-8.120,0.00000,0.00000,0.00000
-8.100,0.00000,0.00000,0.00000
-8.080,0.00000,0.00000,0.00000
-8.060,0.00000,0.00000,0.00000
-8.040,0.00000,0.00000,0.00000
-8.020,0.00000,0.00000,0.00000
-8.000,0.00000,0.00000,0.00000
-7.980,0.00000,0.00000,0.00000
-7.960,0.00000,0.00000,0.00000
-7.940,0.00000,0.00000,0.00000
-7.920,0.00000,0.00000,0.00000
-7.900,0.00000,0.00000,0.00000
-7.880,0.00000,0.00000,0.00000
-7.860,0.00000,0.00000,0.00000
-7.840,0.00000,0.00000,0.00000
-7.820,0.00000,0.00000,0.00000
-7.800,0.00000,0.00000,0.00000
-7.780,0.00000,0.00000,0.00000
-7.760,0.00000,0.00000,0.00000
-7.740,0.00000,0.00000,0.00000
-7.720,0.00000,0.00000,0.00000
-7.700,0.00000,0.00000,0.00000
-7.680,0.00000,0.00000,0.00000
-7.660,0.00000,0.00000,0.00000
-7.640,0.00000,0.00000,0.00000
-7.620,0.00000,0.00000,0.00000
-7.600,0.00000,0.00000,0.00000
-7.580,0.00000,0.00000,0.00000
-7.560,0.00000,0.00000,0.00000
-7.540,0.00000,0.00000,0.00000
-7.520,0.00001,0.00000,0.00001
-7.500,0.00003,0.00001,0.00002
-7.480,0.00007,0.00001,0.00006
-7.460,0.00018,0.00004,0.00014
-7.440,0.00043,0.00008,0.00035
-7.420,0.00099,0.00019,0.00080
-7.400,0.00220,0.00043,0.00177
-7.380,0.00468,0.00091,0.00377
-7.360,0.00957,0.00187,0.00770
-7.340,0.01879,0.00367,0.01513
-7.320,0.03545,0.00692,0.02853
-7.300,0.06425,0.01253,0.05172
-7.280,0.11189,0.02183,0.09006
-7.260,0.18721,0.03652,0.15068
-7.240,0.30094,0.05871,0.24223
-7.220,0.46481,0.09068,0.37413
-7.200,0.68975,0.13456,0.55519
-7.180,0.98342,0.19186,0.79157
-7.160,1.34715,0.26282,1.08434
-7.140,1.77305,0.34590,1.42714
-7.120,2.24209,0.43741,1.80468
-7.100,2.72403,0.53143,2.19260
-7.080,3.17981,0.62035,2.55946
-7.060,3.56630,0.69575,2.87055
-7.040,3.84293,0.74972,3.09322
-7.020,3.97865,0.77619,3.20246
-7.000,3.95765,0.77210,3.18555
-6.980,3.78239,0.73791,3.04449
-6.960,3.47316,0.67758,2.79558
-6.940,3.06416,0.59778,2.46637
-6.920,2.59732,0.50671,2.09061
-6.900,2.11528,0.41267,1.70261
-6.880,1.65515,0.32290,1.33225
-6.860,1.24433,0.24276,1.00158
-6.840,0.89880,0.17535,0.72346
-6.820,0.62376,0.12169,0.50207
-6.800,0.41591,0.08114,0.33477
-6.780,0.26645,0.05198,0.21447
-6.760,0.16400,0.03200,0.13201
-6.740,0.09699,0.01892,0.07807
-6.720,0.05511,0.01075,0.04436
-6.700,0.03008,0.00587,0.02422
-6.680,0.01578,0.00308,0.01270
-6.660,0.00795,0.00155,0.00640
-6.640,0.00385,0.00075,0.00310
-6.620,0.00179,0.00035,0.00144
-6.600,0.00080,0.00016,0.00064
-6.580,0.00034,0.00007,0.00028
-6.560,0.00014,0.00003,0.00011
-6.540,0.00006,0.00001,0.00005
-6.520,0.00002,0.00000,0.00002
-6.500,0.00001,0.00000,0.00001
-6.480,0.00000,0.00000,0.00000
-6.460,0.00000,0.00000,0.00000
-6.440,0.00000,0.00000,0.00000
-6.420,0.00001,0.00000,0.00001
-6.400,0.00004,0.00001,0.00003
-6.380,0.00009,0.00001,0.00008
-6.360,0.00024,0.00004,0.00021
-6.340,0.00061,0.00009,0.00052
-6.320,0.00145,0.00022,0.00123
-6.300,0.00332,0.00050,0.00282
-6.280,0.00732,0.00110,0.00621
-6.260,0.01548,0.00234,0.01315
-6.240,0.03148,0.00475,0.02673
-6.220,0.06147,0.00928,0.05220
-6.200,0.11535,0.01741,0.09794
-6.180,0.20796,0.03139,0.17657
-6.160,0.36023,0.05437,0.30585
-6.140,0.59952,0.09050,0.50902
-6.120,0.95866,0.14472,0.81394
-6.100,1.47285,0.22236,1.25049
-6.080,2.17419,0.32828,1.84592
-6.060,3.08379,0.46567,2.61812
-6.040,4.20277,0.63474,3.56804
-6.020,5.50393,0.83142,4.67251
-6.000,6.92685,1.04669,5.88016
-5.980,8.37898,1.26671,7.11227
-5.960,9.74434,1.47422,8.27011
-5.940,10.89957,1.65100,9.24858
-5.920,11.73500,1.78108,9.95392
-5.900,12.17614,1.85410,10.32203
-5.880,12.20049,1.86785,10.33264
-5.860,11.84506,1.82936,10.01570
-5.840,11.20195,1.75420,9.44775
-5.820,10.40269,1.66390,8.73879
-5.800,9.59457,1.58206,8.01251
-5.780,8.91439,1.53010,7.38430
-5.760,8.46546,1.52342,6.94204
-5.740,8.30266,1.56895,6.73371
-5.720,8.42828,1.66453,6.76375
-5.700,8.79840,1.80005,6.99835
-5.680,9.33737,1.96016,7.37721
-5.660,9.95614,2.12758,7.82857
-5.640,10.56955,2.28620,8.28335
-5.620,11.10864,2.42330,8.68535
-5.600,11.52598,2.53034,8.99564
-5.580,11.79409,2.60247,9.19162
-5.560,11.89966,2.63727,9.26240
-5.540,11.83713,2.63342,9.20371
-5.520,11.60505,2.59014,9.01491
-5.500,11.20735,2.50757,8.69978
-5.480,10.65909,2.38827,8.27082
-5.460,9.99457,2.23901,7.75556
-5.440,9.27430,2.07243,7.20188
-5.420,8.58750,1.90753,6.67997
-5.400,8.04788,1.76879,6.27909
-5.380,7.78232,1.68371,6.09861
-5.360,7.91327,1.67907,6.23420
-5.340,8.53758,1.77647,6.76111
-5.320,9.70493,1.98781,7.71712
-5.300,11.39979,2.31152,9.08827
-5.280,13.53081,2.73030,10.80051
-5.260,15.93138,3.21107,12.72031
-5.240,18.37338,3.70763,14.66575
-5.220,20.59411,4.16602,16.42809
-5.200,22.33299,4.53195,17.80104
-5.180,23.37184,4.75912,18.61272
-5.160,23.57036,4.81664,18.75372
-5.140,22.88898,4.69408,18.19490
-5.120,21.39357,4.40282,16.99075
-5.100,19.24099,3.97340,15.26760
-5.080,16.64921,3.44961,13.19960
-5.060,13.85924,2.88076,10.97848
-5.040,11.09775,2.31389,8.78386
-5.020,8.54785,1.78752,6.76033
-5.000,6.33264,1.32804,5.00460
-4.980,4.51233,0.94887,3.56346
-4.960,3.09234,0.65195,2.44038
-4.940,2.03810,0.43075,1.60735
-4.920,1.29183,0.27367,1.01816
-4.900,0.78744,0.16719,0.62025
-4.880,0.46162,0.09822,0.36341
-4.860,0.26037,0.05550,0.20486
-4.840,0.14155,0.03022,0.11133
-4.820,0.07478,0.01598,0.05881
-4.800,0.03971,0.00846,0.03126
-4.780,0.02389,0.00501,0.01888
-4.760,0.02078,0.00422,0.01655
-4.740,0.02832,0.00562,0.02270
-4.720,0.04817,0.00948,0.03868
-4.700,0.08545,0.01682,0.06863
-4.680,0.14896,0.02938,0.11958
-4.660,0.25145,0.04974,0.20171
-4.640,0.40974,0.08131,0.32843
-4.620,0.64436,0.12835,0.51601
-4.600,0.97828,0.19568,0.78260
-4.580,1.43459,0.28828,1.14632
-4.560,2.03308,0.41060,1.62248
-4.540,2.78589,0.56568,2.22020
-4.520,3.69290,0.75417,2.93872
-4.500,4.73747,0.97334,3.76413
-4.480,5.88363,1.21635,4.66727
-4.460,7.07560,1.47203,5.60356
-4.440,8.24043,1.72522,6.51521
-4.420,9.29397,1.95791,7.33606
-4.400,10.14993,2.15114,7.99879
-4.380,10.73085,2.28736,8.44348
-4.360,10.97948,2.35305,8.62644
-4.340,10.86834,2.34093,8.52741
-4.320,10.40549,2.25152,8.15397
-4.300,9.63537,2.09347,7.54190
-4.280,8.63417,1.88269,6.75148
-4.260,7.50103,1.64047,5.86056
-4.240,6.34682,1.39100,4.95582
-4.220,5.28298,1.15877,4.12421
-4.200,4.41244,0.96650,3.44594
-4.180,3.82331,0.83362,2.98969
-4.160,3.58513,0.77537,2.80976
-4.140,3.74609,0.80223,2.94386
-4.120,4.32960,0.91919,3.41041
-4.100,5.32927,1.12482,4.20445
-4.080,6.70271,1.41000,5.29270
-4.060,8.36635,1.75697,6.60939
-4.040,10.19453,2.13910,8.05542
-4.020,12.02579,2.52235,9.50343
-4.000,13.67822,2.86841,10.80981
-3.980,14.97252,3.13956,11.83296
-3.960,15.75902,3.30435,12.45467
-3.940,15.94249,3.34276,12.59973
-3.920,15.49866,3.24968,12.24899
-3.900,14.47792,3.03564,11.44227
-3.880,12.99494,2.72470,10.27025
-3.860,11.20705,2.34983,8.85723
-3.840,9.28653,1.94714,7.33939
-3.820,7.39368,1.55026,5.84342
-3.800,5.65607,1.18592,4.47015
-3.780,4.15747,0.87169,3.28578
-3.760,2.93659,0.61568,2.32091
-3.740,1.99385,0.41795,1.57590
-3.720,1.30261,0.27288,1.02972
-3.700,0.82158,0.17177,0.64981
-3.680,0.50562,0.10503,0.40058
-3.660,0.31361,0.06389,0.24973
-3.640,0.21310,0.04126,0.17184
-3.620,0.18208,0.03216,0.14992
-3.600,0.20884,0.03361,0.17522
-3.580,0.29037,0.04436,0.24600
-3.560,0.42996,0.06438,0.36557
-3.540,0.63415,0.09434,0.53981
-3.520,0.90922,0.13500,0.77422
-3.500,1.25758,0.18665,1.07093
-3.480,1.67447,0.24857,1.42590
-3.460,2.14588,0.31872,1.82715
-3.440,2.64851,0.39375,2.25476
-3.420,3.15240,0.46938,2.68303
-3.400,3.62637,0.54125,3.08512
-3.380,4.04539,0.60603,3.43936
-3.360,4.39855,0.66263,3.73592
-3.340,4.69509,0.71306,3.98202
-3.320,4.96652,0.76273,4.20379
-3.300,5.26319,0.81982,4.44337
-3.280,5.64482,0.89374,4.75108
-3.260,6.16644,0.99288,5.17357
-3.240,6.86252,1.12203,5.74049
-3.220,7.73302,1.28021,6.45280
-3.200,8.73545,1.45944,7.27601
-3.180,9.78577,1.64492,8.14085
-3.160,10.76911,1.81695,8.95216
-3.140,11.55895,1.95412,9.60484
-3.120,12.04073,2.03721,10.00352
-3.100,12.13473,2.05306,10.08167
-3.080,11.81283,1.99723,9.81560
-3.060,11.10539,1.87507,9.23031
-3.040,10.09677,1.70093,8.39584
-3.020,8.91115,1.49563,7.41551
-3.000,7.69217,1.28308,6.40909
-2.980,6.58105,1.08659,5.49445
-2.960,5.69720,0.92574,4.77145
-2.940,5.12427,0.81417,4.31009
-2.920,4.90268,0.75855,4.14413
-2.900,5.02863,0.75859,4.27005
-2.880,5.45886,0.80803,4.65083
-2.860,6.12029,0.89635,5.22394
-2.840,6.92364,1.01095,5.91268
-2.820,7.77949,1.13972,6.63977
-2.800,8.61472,1.27341,7.34131
-2.780,9.38609,1.40757,7.97851
-2.760,10.08751,1.54329,8.54422
-2.740,10.74819,1.68652,9.06167
-2.720,11.42067,1.84578,9.57488
-2.700,12.16066,2.02866,10.13200
-2.680,13.00352,2.23788,10.76564
-2.660,13.94376,2.46806,11.47571
-2.640,14.92428,2.70432,12.21996
-2.620,15.83947,2.92336,12.91612
-2.600,16.55270,3.09701,13.45569
-2.580,16.92421,3.19763,13.72658
-2.560,16.84226,3.20389,13.63837
-2.540,16.24910,3.10546,13.14364
-2.520,15.15493,2.90544,12.24949
-2.500,13.63658,2.61982,11.01676
-2.480,11.82196,2.27436,9.54760
-2.460,9.86514,1.89964,7.96550
-2.440,7.91916,1.52585,6.39331
-2.420,6.11277,1.17826,4.93450
-2.400,4.53589,0.87454,3.66134
-2.380,3.23500,0.62383,2.61117
-2.360,2.21729,0.42763,1.78966
-2.340,1.46040,0.28167,1.17873
-2.320,0.92428,0.17828,0.74600
-2.300,0.56208,0.10842,0.45366
-2.280,0.32844,0.06335,0.26508
-2.260,0.18440,0.03557,0.14883
-2.240,0.09947,0.01919,0.08028
-2.220,0.05156,0.00995,0.04161
-2.200,0.02568,0.00495,0.02072
-2.180,0.01229,0.00237,0.00992
-2.160,0.00566,0.00109,0.00457
-2.140,0.00253,0.00049,0.00204
-2.120,0.00115,0.00022,0.00093
-2.100,0.00066,0.00011,0.00054
-2.080,0.00072,0.00010,0.00062
-2.060,0.00136,0.00018,0.00118
-2.040,0.00296,0.00037,0.00259
-2.020,0.00642,0.00081,0.00561
-2.000,0.01345,0.00170,0.01176
-1.980,0.02713,0.00342,0.02371
-1.960,0.05266,0.00666,0.04600
-1.940,0.09834,0.01245,0.08589
-1.920,0.17674,0.02243,0.15431
-1.900,0.30577,0.03889,0.26688
-1.880,0.50937,0.06497,0.44440
-1.860,0.81730,0.10458,0.71272
-1.840,1.26358,0.16227,1.10131
-1.820,1.88311,0.24282,1.64030
-1.800,2.70654,0.35060,2.35594
-1.780,3.75373,0.48875,3.26498
-1.760,5.02709,0.65832,4.36877
-1.740,6.50626,0.85749,5.64877
-1.720,8.14608,1.08124,7.06484
-1.700,9.87930,1.32159,8.55771
-1.680,11.62471,1.56853,10.05618
-1.660,13.29985,1.81162,11.48823
-1.640,14.83621,2.04192,12.79428
-1.620,16.19330,2.25394,13.93936
-1.600,17.36784,2.44690,14.92094
-1.580,18.39440,2.62499,15.76941
-1.560,19.33608,2.79613,16.53995
-1.540,20.26584,2.96948,17.29636
-1.520,21.24230,3.15202,18.09028
-1.500,22.28598,3.34518,18.94080
-1.480,23.36260,3.54234,19.82026
-1.460,24.37941,3.72827,20.65114
-1.440,25.19679,3.88079,21.31600
-1.420,25.65380,3.97457,21.67923
-1.400,25.60178,3.98623,21.61554
-1.380,24.93774,3.89946,21.03829
-1.360,23.62900,3.70882,19.92017
-1.340,21.72287,3.42144,18.30143
-1.320,19.33962,3.05594,16.28368
-1.300,16.65098,2.63923,14.01175
-1.280,13.85050,2.20190,11.64860
-1.260,11.12292,1.77342,9.34950
-1.240,8.61945,1.37817,7.24127
-1.220,6.44296,1.03303,5.40993
-1.200,4.64425,0.74665,3.89760
-1.180,3.22754,0.52026,2.70729
-1.160,2.16209,0.34940,1.81269
-1.140,1.39589,0.22614,1.16975
-1.120,0.86843,0.14102,0.72741
-1.100,0.52055,0.08472,0.43583
