E_minus_Ef_eV,totalDOS,pdos_Cl,pdos_Mg
-4.740,0.00000,0.00000,0.00000
-4.720,0.00000,0.00000,0.00000
-4.700,0.00000,0.00000,0.00000
-4.680,0.00000,0.00000,0.00000
-4.660,0.00000,0.00000,0.00000
-4.640,0.00000,0.00000,0.00000
-4.620,0.00000,0.00000,0.00000
-4.600,0.00000,0.00000,0.00000
-4.580,0.00000,0.00000,0.00000
-4.560,0.00000,0.00000,0.00000
-4.540,0.00000,0.00000,0.00000
-4.520,0.00000,0.00000,0.00000
-4.500,0.00000,0.00000,0.00000
-4.480,0.00000,0.00000,0.00000
-4.460,0.00000,0.00000,0.00000
-4.440,0.00000,0.00000,0.00000
-4.420,0.00000,0.00000,0.00000
-4.400,0.00000,0.00000,0.00000
-4.380,0.00000,0.00000,0.00000
-4.360,0.00000,0.00000,0.00000
-4.340,0.00000,0.00000,0.00000
-4.320,0.00000,0.00000,0.00000
-4.300,0.00000,0.00000,0.00000
-4.280,0.00000,0.00000,0.00000
-4.260,0.00000,0.00000,0.00000
-4.240,0.00001,0.00001,0.00000
-4.220,0.00003,0.00003,0.00000
-4.200,0.00009,0.00009,0.00000
-4.180,0.00024,0.00024,0.00000
-4.160,0.00060,0.00060,0.00000
-4.140,0.00145,0.00145,0.00000
-4.120,0.00339,0.00339,0.00000
-4.100,0.00760,0.00760,0.00000
-4.080,0.01642,0.01641,0.00000
-4.060,0.03408,0.03408,0.00000
-4.040,0.06807,0.06806,0.00001
-4.020,0.13075,0.13073,0.00002
-4.000,0.24160,0.24157,0.00003
-3.980,0.42945,0.42940,0.00006
-3.960,0.73434,0.73425,0.00009
-3.940,1.20801,1.20786,0.00015
-3.920,1.91181,1.91157,0.00024
-3.900,2.91094,2.91058,0.00037
-3.880,4.26435,4.26381,0.00053
-3.860,6.01053,6.00978,0.00075
-3.840,8.15128,8.15027,0.00101
-3.820,10.63657,10.63526,0.00131
-3.800,13.35519,13.35355,0.00164
-3.780,16.13536,16.13339,0.00197
-3.760,18.75832,18.75603,0.00229
-3.740,20.98462,20.98206,0.00256
-3.720,22.58935,22.58660,0.00275
-3.700,23.39935,23.39651,0.00284
-3.680,23.32394,23.32111,0.00283
-3.660,22.37161,22.36889,0.00271
-3.640,20.64843,20.64592,0.00251
-3.620,18.33865,18.33642,0.00223
-3.600,15.67230,15.67039,0.00191
-3.580,12.88771,12.88614,0.00157
-3.560,10.19738,10.19613,0.00125
-3.540,7.76356,7.76261,0.00095
-3.520,5.68699,5.68629,0.00070
-3.500,4.00812,4.00762,0.00049
-3.480,2.71783,2.71749,0.00034
-3.460,1.77302,1.77280,0.00022
-3.440,1.11276,1.11262,0.00014
-3.420,0.67184,0.67176,0.00008
-3.400,0.39021,0.39016,0.00005
-3.380,0.21801,0.21798,0.00003
-3.360,0.11717,0.11716,0.00002
-3.340,0.06060,0.06058,0.00001
-3.320,0.03020,0.03019,0.00001
-3.300,0.01463,0.01460,0.00003
-3.280,0.00718,0.00711,0.00007
-3.260,0.00422,0.00407,0.00015
-3.240,0.00415,0.00380,0.00034
-3.220,0.00677,0.00603,0.00074
-3.200,0.01320,0.01166,0.00154
-3.180,0.02601,0.02294,0.00307
-3.160,0.04981,0.04394,0.00588
-3.140,0.09196,0.08112,0.01084
-3.120,0.16341,0.14417,0.01923
-3.100,0.27946,0.24662,0.03284
-3.080,0.46004,0.40609,0.05395
-3.060,0.72909,0.64377,0.08532
-3.040,1.11271,0.98281,0.12990
-3.020,1.63574,1.44530,0.19044
-3.000,2.31696,2.04803,0.26892
-2.980,3.16332,2.79744,0.36588
-2.960,4.16450,3.68472,0.47978
-2.940,5.28894,4.68232,0.60662
-2.920,6.48288,5.74304,0.73984
-2.900,7.67337,6.80258,0.87080
-2.880,8.77527,7.78563,0.98964
-2.860,9.70140,8.61485,1.08654
-2.840,10.37411,9.22100,1.15312
-2.820,10.73607,9.55249,1.18358
-2.800,10.75802,9.58243,1.17559
-2.780,10.44232,9.31183,1.13049
-2.760,9.82163,8.76866,1.05297
-2.740,8.95338,8.00309,0.95030
-2.720,7.91129,7.08010,0.83119
-2.700,6.77553,6.07087,0.70466
-2.680,5.62339,5.04436,0.57903
-2.660,4.52146,4.06037,0.46109
-2.640,3.52052,3.16480,0.35572
-2.620,2.65319,2.38741,0.26578
-2.600,1.93429,1.74207,0.19221
-2.580,1.36335,1.22887,0.13449
-2.560,0.92848,0.83750,0.09098
-2.540,0.61059,0.55112,0.05948
-2.520,0.38752,0.34998,0.03755
-2.500,0.23724,0.21436,0.02288
-2.480,0.14002,0.12657,0.01345
-2.460,0.07964,0.07201,0.00762
-2.440,0.04363,0.03947,0.00416
-2.420,0.02302,0.02083,0.00219
-2.400,0.01169,0.01058,0.00111
-2.380,0.00571,0.00517,0.00054
-2.360,0.00269,0.00243,0.00025
-2.340,0.00122,0.00110,0.00011
-2.320,0.00053,0.00048,0.00005
-2.300,0.00022,0.00020,0.00002
-2.280,0.00009,0.00008,0.00001
-2.260,0.00003,0.00003,0.00000
-2.240,0.00001,0.00001,0.00000
-2.220,0.00000,0.00000,0.00000
-2.200,0.00000,0.00000,0.00000
-2.180,0.00000,0.00000,0.00000
-2.160,0.00000,0.00000,0.00000
-2.140,0.00000,0.00000,0.00000
-2.120,0.00000,0.00000,0.00000
-2.100,0.00000,0.00000,0.00000
-2.080,0.00000,0.00000,0.00000
-2.060,0.00000,0.00000,0.00000
-2.040,0.00000,0.00000,0.00000
-2.020,0.00000,0.00000,0.00000
-2.000,0.00000,0.00000,0.00000
-1.980,0.00000,0.00000,0.00000
-1.960,0.00000,0.00000,0.00000
-1.940,0.00000,0.00000,0.00000
-1.920,0.00000,0.00000,0.00000
-1.900,0.00000,0.00000,0.00000
-1.880,0.00000,0.00000,0.00000
-1.860,0.00000,0.00000,0.00000
-1.840,0.00000,0.00000,0.00000
-1.820,0.00000,0.00000,0.00000
-1.800,0.00000,0.00000,0.00000
-1.780,0.00000,0.00000,0.00000
-1.760,0.00000,0.00000,0.00000
-1.740,0.00000,0.00000,0.00000
-1.720,0.00000,0.00000,0.00000
-1.700,0.00000,0.00000,0.00000
-1.680,0.00000,0.00000,0.00000
-1.660,0.00000,0.00000,0.00000
-1.640,0.00000,0.00000,0.00000
-1.620,0.00000,0.00000,0.00000
-1.600,0.00000,0.00000,0.00000
-1.580,0.00000,0.00000,0.00000
-1.560,0.00000,0.00000,0.00000
-1.540,0.00000,0.00000,0.00000
-1.520,0.00000,0.00000,0.00000
-1.500,0.00000,0.00000,0.00000
-1.480,0.00000,0.00000,0.00000
-1.460,0.00000,0.00000,0.00000
-1.440,0.00001,0.00001,0.00000
-1.420,0.00002,0.00002,0.00000
-1.400,0.00006,0.00005,0.00001
-1.380,0.00016,0.00013,0.00003
-1.360,0.00038,0.00031,0.00007
-1.340,0.00089,0.00073,0.00016
-1.320,0.00200,0.00165,0.00035
-1.300,0.00433,0.00357,0.00076
-1.280,0.00904,0.00746,0.00158
-1.260,0.01818,0.01500,0.00318
-1.240,0.03523,0.02907,0.00616
-1.220,0.06582,0.05431,0.01151
-1.200,0.11865,0.09789,0.02076
-1.180,0.20652,0.17037,0.03615
-1.160,0.34729,0.28648,0.06081
-1.140,0.56471,0.46578,0.09894
-1.120,0.88861,0.73284,0.15577
-1.100,1.35426,1.11672,0.23754
